order_id,flag,order_date,order_date_new,ship_date,ship_date_new,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_flag,profit,shipping_cost,order_priority,year
AO-2011-1710,12-08-2022,02-03-2011,2011-02-03,02-10-2011,2011-02-10,Standard Class,Shaun Weien,Consumer,Luanda,Angola,Africa,Africa,OFF-WIL-10001889,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Economy",9,2,0,no,4.5,0.8,Low,2011
CA-2011-139857,12-08-2022,02-03-2011,2011-02-03,02-07-2011,2011-02-07,Standard Class,Cynthia Delaney,Home Office,California,United States,US,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12,5,0,no,5.8045,0.29,Medium,2011
IN-2011-80167,12-08-2022,02-04-2011,2011-02-04,02-07-2011,2011-02-07,First Class,Christopher Conant,Consumer,Wellington,New Zealand,APAC,Oceania,TEC-AC-10000212,Technology,Accessories,"SanDisk Memory Card, Erganomic",441,4,0,no,39.6,66.08,Medium,2011
IN-2011-80167,12-08-2022,02-04-2011,2011-02-04,02-07-2011,2011-02-07,First Class,Christopher Conant,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-AP-10003524,Office Supplies,Appliances,"Breville Blender, Black",884,10,0,no,70.5,42,Medium,2011
SF-2011-2090,12-08-2022,02-04-2011,2011-02-04,02-09-2011,2011-02-09,Second Class,Tom Stivers,Corporate,Gauteng,South Africa,Africa,Africa,TEC-EPS-10002212,Technology,Machines,"Epson Receipt Printer, White",115,1,0,no,49.62,20.22,Medium,2011
ES-2011-3354251,12-08-2022,02-04-2011,2011-02-04,02-08-2011,2011-02-08,Standard Class,Dorothy Dickinson,Consumer,Provence-Alpes-Cte d'Azur,France,EU,Central,OFF-ST-10003414,Office Supplies,Storage,"Tenex Shelving, Industrial",149,3,0.1,yes,14.868,14.97,Medium,2011
CA-2011-111059,12-08-2022,02-04-2011,2011-02-04,02-07-2011,2011-02-07,Second Class,Tom Boeckenhauer,Consumer,Washington,United States,US,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,84,2,0.2,yes,27.248,8.82,High,2011
SF-2011-2090,12-08-2022,02-04-2011,2011-02-04,02-09-2011,2011-02-09,Second Class,Tom Stivers,Corporate,Gauteng,South Africa,Africa,Africa,OFF-WIL-10002772,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",59,2,0,no,12.36,6.06,Medium,2011
ES-2011-1374122,12-08-2022,02-04-2011,2011-02-04,02-08-2011,2011-02-08,Standard Class,Brad Thomas,Home Office,Rhne-Alpes,France,EU,Central,OFF-AR-10000491,Office Supplies,Art,"Binney & Smith Pens, Water Color",30,2,0,no,10.86,3.76,High,2011
ES-2011-1374122,12-08-2022,02-04-2011,2011-02-04,02-08-2011,2011-02-08,Standard Class,Brad Thomas,Home Office,Rhne-Alpes,France,EU,Central,OFF-LA-10003390,Office Supplies,Labels,"Harbour Creations File Folder Labels, 5000 Label Set",27,3,0,no,5.94,3.33,High,2011
CA-2011-111059,12-08-2022,02-04-2011,2011-02-04,02-07-2011,2011-02-07,Second Class,Tom Boeckenhauer,Consumer,Washington,United States,US,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13,3,0.2,yes,4.3134,2.26,High,2011
SF-2011-2090,12-08-2022,02-04-2011,2011-02-04,02-09-2011,2011-02-09,Second Class,Tom Stivers,Corporate,Gauteng,South Africa,Africa,Africa,FUR-ADV-10000847,Furniture,Furnishings,"Advantus Stacking Tray, Black",53,2,0,no,14.76,1.77,Medium,2011
NI-2011-8350,12-08-2022,02-04-2011,2011-02-04,02-09-2011,2011-02-09,Second Class,Ann Steele,Home Office,Lagos,Nigeria,Africa,Africa,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",7,2,0.7,yes,-10.698,0.35,Medium,2011
SF-2011-2090,12-08-2022,02-04-2011,2011-02-04,02-09-2011,2011-02-09,Second Class,Tom Stivers,Corporate,Gauteng,South Africa,Africa,Africa,OFF-AVE-10004512,Office Supplies,Binders,"Avery Hole Reinforcements, Economy",4,1,0,no,0,0.19,Medium,2011
TU-2011-7850,12-08-2022,02-05-2011,2011-02-05,02-12-2011,2011-02-12,Standard Class,Anthony Witt,Consumer,Gaziantep,Turkey,EMEA,EMEA,FUR-HAR-10002223,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",59,2,0.6,yes,-69.84,4.77,Low,2011
CA-2011-104808,12-08-2022,02-05-2011,2011-02-05,02-09-2011,2011-02-09,Second Class,Mark Haberlin,Corporate,California,United States,US,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17,2,0.2,yes,6.0368,3.37,High,2011
CA-2011-107181,12-08-2022,02-05-2011,2011-02-05,02-09-2011,2011-02-09,Standard Class,Deborah Brumfield,Home Office,California,United States,US,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line While You Were Out""",34,4,0,no,16.0928,3.16,Medium,2011
CA-2011-107181,12-08-2022,02-05-2011,2011-02-05,02-09-2011,2011-02-09,Standard Class,Deborah Brumfield,Home Office,California,United States,US,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,83,3,0.2,yes,29.0136,2.55,High,2011
TU-2011-7850,12-08-2022,02-05-2011,2011-02-05,02-12-2011,2011-02-12,Standard Class,Anthony Witt,Consumer,Gaziantep,Turkey,EMEA,EMEA,OFF-SME-10004247,Office Supplies,Storage,"Smead Shelving, Single Width",20,1,0.6,yes,-7.356,2.22,Low,2011
TU-2011-7850,12-08-2022,02-05-2011,2011-02-05,02-12-2011,2011-02-12,Standard Class,Anthony Witt,Consumer,Gaziantep,Turkey,EMEA,EMEA,FUR-ADV-10003326,Furniture,Furnishings,"Advantus Light Bulb, Black",8,1,0.6,yes,-2.622,0.55,Low,2011
TU-2011-6800,12-08-2022,02-06-2011,2011-02-06,02-10-2011,2011-02-10,Second Class,Justin MacKendrick,Consumer,Aydin,Turkey,EMEA,EMEA,OFF-SME-10002467,Office Supplies,Labels,"Smead Round Labels, Alphabetical",3,1,0.6,yes,-2.352,0.23,Medium,2011
CA-2011-131905,12-08-2022,02-07-2011,2011-02-07,02-10-2011,2011-02-10,First Class,Neil Ducich,Corporate,Virginia,United States,US,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,145,5,0,no,42.0355,33.51,Medium,2011
IN-2011-67021,12-08-2022,02-07-2011,2011-02-07,02-12-2011,2011-02-12,Second Class,Natalie Webber,Consumer,Sarawak,Malaysia,APAC,Southeast Asia,OFF-ST-10004871,Office Supplies,Storage,"Rogers Trays, Blue",185,3,0,no,48.06,25.86,Medium,2011
CA-2011-131905,12-08-2022,02-07-2011,2011-02-07,02-10-2011,2011-02-10,First Class,Neil Ducich,Corporate,Virginia,United States,US,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,162,1,0,no,42.0186,25.28,Medium,2011
IN-2011-33351,12-08-2022,02-07-2011,2011-02-07,2/13/2011,2011-02-13,Standard Class,Duane Benoit,Consumer,Jiangsu,China,APAC,North Asia,OFF-AP-10003491,Office Supplies,Appliances,"Hoover Coffee Grinder, Silver",278,4,0,no,133.44,20.16,Medium,2011
IN-2011-40512,12-08-2022,02-07-2011,2011-02-07,2/14/2011,2011-02-14,Standard Class,Liz Thompson,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-PH-10002443,Technology,Phones,"Cisco Signal Booster, with Caller ID",252,2,0.17,yes,6.0378,11.19,Medium,2011
ES-2011-2367994,12-08-2022,02-07-2011,2011-02-07,02-11-2011,2011-02-11,Standard Class,Susan MacKendrick,Consumer,Nord-Pas-de-Calais,France,EU,Central,TEC-MA-10003986,Technology,Machines,"Konica Receipt Printer, Wireless",208,2,0.15,yes,12.225,10.45,High,2011
ES-2011-2367994,12-08-2022,02-07-2011,2011-02-07,02-11-2011,2011-02-11,Standard Class,Susan MacKendrick,Consumer,Nord-Pas-de-Calais,France,EU,Central,OFF-AR-10001607,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",112,4,0,no,4.44,9.87,High,2011
ES-2011-2367994,12-08-2022,02-07-2011,2011-02-07,02-11-2011,2011-02-11,Standard Class,Susan MacKendrick,Consumer,Nord-Pas-de-Calais,France,EU,Central,OFF-BI-10000368,Office Supplies,Binders,"Avery Binder Covers, Durable",50,4,0,no,6.48,6.93,High,2011
IN-2011-33351,12-08-2022,02-07-2011,2011-02-07,2/13/2011,2011-02-13,Standard Class,Duane Benoit,Consumer,Jiangsu,China,APAC,North Asia,OFF-LA-10001672,Office Supplies,Labels,"Avery Legal Exhibit Labels, Alphabetical",67,6,0,no,7.92,5.99,Medium,2011
ID-2011-85396,12-08-2022,02-07-2011,2011-02-07,02-12-2011,2011-02-12,Standard Class,Scott Williamson,Consumer,Auckland,New Zealand,APAC,Oceania,TEC-CO-10003561,Technology,Copiers,"Sharp Copy Machine, Color",285,2,0.4,yes,-104.58,4.54,Medium,2011
ES-2011-2857462,12-08-2022,02-07-2011,2011-02-07,02-12-2011,2011-02-12,Standard Class,George Bell,Corporate,Provence-Alpes-Cte d'Azur,France,EU,Central,OFF-LA-10003969,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",31,3,0,no,10.62,3.58,High,2011
CA-2011-131905,12-08-2022,02-07-2011,2011-02-07,02-10-2011,2011-02-10,First Class,Neil Ducich,Corporate,Virginia,United States,US,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,4,0,no,7.2,2.27,Medium,2011
CA-2011-108182,12-08-2022,02-07-2011,2011-02-07,02-11-2011,2011-02-11,Second Class,Delfina Latchford,Consumer,Illinois,United States,US,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",9,2,0.8,yes,-14.7708,0.51,Medium,2011
US-2011-169390,12-08-2022,02-08-2011,2011-02-08,02-11-2011,2011-02-11,Second Class,Chris Selesnick,Corporate,New York,United States,US,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,65,4,0,no,9.744,19.07,Critical,2011
ES-2011-5045844,12-08-2022,02-08-2011,2011-02-08,02-12-2011,2011-02-12,Standard Class,Edward Becker,Corporate,Alsace,France,EU,Central,OFF-BI-10000815,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",160,5,0,no,59.1,14.79,Medium,2011
CA-2011-107755,12-08-2022,02-08-2011,2011-02-08,2/13/2011,2011-02-13,Standard Class,Cyma Kinney,Corporate,New Jersey,United States,US,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115,7,0,no,49.6048,12.6,Medium,2011
ES-2011-2608306,12-08-2022,02-08-2011,2011-02-08,2/13/2011,2011-02-13,Standard Class,Shaun Weien,Consumer,Tuscany,Italy,EU,South,OFF-FA-10000659,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack",110,6,0,no,21.78,5.55,Medium,2011
EG-2011-3900,12-08-2022,02-08-2011,2011-02-08,2/13/2011,2011-02-13,Standard Class,Kelly Williams,Consumer,Al Qahirah,Egypt,Africa,Africa,OFF-BIN-10004729,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",50,1,0,no,16.32,4.32,Medium,2011
MX-2011-119977,12-08-2022,02-08-2011,2011-02-08,2/14/2011,2011-02-14,Standard Class,Kelly Williams,Consumer,Santiago,Chile,LATAM,South,OFF-ST-10002466,Office Supplies,Storage,"Smead Box, Blue",50,7,0,no,20.02,2.6,Medium,2011
IN-2011-36494,12-08-2022,02-08-2011,2011-02-08,2/13/2011,2011-02-13,Standard Class,Bart Pistole,Corporate,Guangdong,China,APAC,North Asia,FUR-FU-10000482,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",58,1,0,no,15.69,1.52,Medium,2011
IZ-2011-9890,12-08-2022,02-08-2011,2011-02-08,2/14/2011,2011-02-14,Standard Class,Julia Barnett,Home Office,Ninawa,Iraq,EMEA,EMEA,OFF-ACC-10000233,Office Supplies,Binders,"Acco Binder, Economy",30,2,0,no,4.2,1.37,Medium,2011
IN-2011-36494,12-08-2022,02-08-2011,2011-02-08,2/13/2011,2011-02-13,Standard Class,Bart Pistole,Corporate,Guangdong,China,APAC,North Asia,OFF-SU-10003559,Office Supplies,Supplies,"Kleencut Ruler, Steel",39,3,0,no,8.1,1.27,Medium,2011
EG-2011-3900,12-08-2022,02-08-2011,2011-02-08,2/13/2011,2011-02-13,Standard Class,Kelly Williams,Consumer,Al Qahirah,Egypt,Africa,Africa,FUR-SAF-10002314,Furniture,Chairs,"SAFCO Swivel Stool, Black",331,2,0,no,119.16,0.16,Medium,2011
MX-2011-137064,12-08-2022,02-09-2011,2011-02-09,02-11-2011,2011-02-11,Second Class,Tom Prescott,Consumer,Sancti Sp¡ritus,Cuba,LATAM,Caribbean,FUR-CH-10004095,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",619,2,0,no,235.04,107.68,High,2011
MX-2011-116218,12-08-2022,02-09-2011,2011-02-09,2/13/2011,2011-02-13,Standard Class,Liz Thompson,Consumer,Distrito Federal,Mexico,LATAM,North,TEC-CO-10003142,Technology,Copiers,"Hewlett Fax and Copier, Laser",513,4,0.002,yes,91.53136,55.89,High,2011
MX-2011-117709,12-08-2022,02-09-2011,2011-02-09,02-09-2011,2011-02-09,Same Day,Shui Tom,Consumer,Granma,Cuba,LATAM,Caribbean,TEC-PH-10001264,Technology,Phones,"Cisco Signal Booster, VoIP",405,4,0,no,52.64,53.53,Medium,2011
ES-2011-4342226,12-08-2022,02-09-2011,2011-02-09,02-09-2011,2011-02-09,Same Day,Clay Ludtke,Consumer,Hesse,Germany,EU,Central,OFF-AR-10001898,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",133,5,0,no,5.25,51.62,Critical,2011
MX-2011-116218,12-08-2022,02-09-2011,2011-02-09,2/13/2011,2011-02-13,Standard Class,Liz Thompson,Consumer,Distrito Federal,Mexico,LATAM,North,FUR-TA-10002982,Furniture,Tables,"Lesro Coffee Table, Adjustable Height",407,3,0.2,yes,106.704,44.67,High,2011
MX-2011-137064,12-08-2022,02-09-2011,2011-02-09,02-11-2011,2011-02-11,Second Class,Tom Prescott,Consumer,Sancti Sp¡ritus,Cuba,LATAM,Caribbean,OFF-AP-10001682,Office Supplies,Appliances,"Hamilton Beach Blender, Black",423,9,0,no,88.74,35.9,High,2011
IT-2011-3659171,12-08-2022,02-09-2011,2011-02-09,2/13/2011,2011-02-13,Standard Class,Yoseph Carroll,Corporate,England,United Kingdom,EU,North,FUR-CH-10004355,Furniture,Chairs,"Harbour Creations Rocking Chair, Set of Two",269,2,0.1,yes,23.892,35.76,High,2011
ES-2011-5389664,12-08-2022,02-09-2011,2011-02-09,2/13/2011,2011-02-13,Standard Class,Nat Gilpin,Corporate,Overijssel,Netherlands,EU,Central,FUR-FU-10004527,Furniture,Furnishings,"Advantus Frame, Duo Pack",267,3,0.2,yes,89.982,35.11,High,2011
ES-2011-4342226,12-08-2022,02-09-2011,2011-02-09,02-09-2011,2011-02-09,Same Day,Clay Ludtke,Consumer,Hesse,Germany,EU,Central,OFF-BI-10002799,Office Supplies,Binders,"Cardinal Binder Covers, Clear",80,7,0,no,20.79,23,Critical,2011
ES-2011-2722980,12-08-2022,02-09-2011,2011-02-09,2/14/2011,2011-02-14,Standard Class,Hallie Redmond,Home Office,Catalonia,Spain,EU,South,FUR-BO-10001537,Furniture,Bookcases,"Ikea Corner Shelving, Metal",368,3,0,no,14.67,17.87,Medium,2011
ES-2011-5389664,12-08-2022,02-09-2011,2011-02-09,2/13/2011,2011-02-13,Standard Class,Nat Gilpin,Corporate,Overijssel,Netherlands,EU,Central,OFF-ST-10002263,Office Supplies,Storage,"Rogers Trays, Wire Frame",91,3,0.5,yes,-1.845,14.63,High,2011
ID-2011-61876,12-08-2022,02-09-2011,2011-02-09,2/15/2011,2011-02-15,Standard Class,Daniel Raglin,Home Office,Daejeon,South Korea,APAC,North Asia,OFF-ST-10003306,Office Supplies,Storage,"Eldon File Cart, Single Width",257,4,0.5,yes,-205.5,13.62,Medium,2011
ID-2011-61876,12-08-2022,02-09-2011,2011-02-09,2/15/2011,2011-02-15,Standard Class,Daniel Raglin,Home Office,Daejeon,South Korea,APAC,North Asia,FUR-TA-10004050,Furniture,Tables,"Lesro Coffee Table, Fully Assembled",203,4,0.8,yes,-304.224,11.94,Medium,2011
ID-2011-55975,12-08-2022,02-09-2011,2011-02-09,2/13/2011,2011-02-13,Standard Class,Erica Hernandez,Home Office,Queensland,Australia,APAC,Oceania,FUR-FU-10002223,Furniture,Furnishings,"Deflect-O Stacking Tray, Durable",137,6,0.1,yes,22.626,9.45,Medium,2011
ES-2011-5389664,12-08-2022,02-09-2011,2011-02-09,2/13/2011,2011-02-13,Standard Class,Nat Gilpin,Corporate,Overijssel,Netherlands,EU,Central,OFF-EN-10001993,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Set of 50",55,4,0.5,yes,-18.66,5.71,High,2011
ES-2011-2722980,12-08-2022,02-09-2011,2011-02-09,2/14/2011,2011-02-14,Standard Class,Hallie Redmond,Home Office,Catalonia,Spain,EU,South,OFF-AR-10000110,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",93,2,0,no,24.06,5.54,Medium,2011
ES-2011-2722980,12-08-2022,02-09-2011,2011-02-09,2/14/2011,2011-02-14,Standard Class,Hallie Redmond,Home Office,Catalonia,Spain,EU,South,OFF-BI-10002570,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",85,3,0,no,17.73,5.17,Medium,2011
ES-2011-2722980,12-08-2022,02-09-2011,2011-02-09,2/14/2011,2011-02-14,Standard Class,Hallie Redmond,Home Office,Catalonia,Spain,EU,South,OFF-ST-10001142,Office Supplies,Storage,"Smead Folders, Wire Frame",60,4,0.1,yes,-2.664,2.85,Medium,2011
ES-2011-2722980,12-08-2022,02-09-2011,2011-02-09,2/14/2011,2011-02-14,Standard Class,Hallie Redmond,Home Office,Catalonia,Spain,EU,South,OFF-FA-10003836,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",48,3,0,no,4.77,2.34,Medium,2011
CA-2011-125759,12-08-2022,02-09-2011,2011-02-09,02-10-2011,2011-02-10,First Class,Nathan Mautz,Home Office,Nevada,United States,US,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",15,2,0,no,5.5328,1.57,Medium,2011
ID-2011-61876,12-08-2022,02-09-2011,2011-02-09,2/15/2011,2011-02-15,Standard Class,Daniel Raglin,Home Office,Daejeon,South Korea,APAC,North Asia,TEC-MA-10000684,Technology,Machines,"Okidata Calculator, White",25,1,0.5,yes,-20.79,1.49,Medium,2011
ID-2011-61876,12-08-2022,02-09-2011,2011-02-09,2/15/2011,2011-02-15,Standard Class,Daniel Raglin,Home Office,Daejeon,South Korea,APAC,North Asia,OFF-BI-10002632,Office Supplies,Binders,"Acco Binding Machine, Recycled",26,1,0.5,yes,-11.835,1.27,Medium,2011
ID-2011-64599,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Standard Class,Carol Adams,Corporate,Shizuoka,Japan,APAC,North Asia,TEC-PH-10000303,Technology,Phones,"Samsung Smart Phone, VoIP",6999,11,0,no,2939.31,413.8,Medium,2011
SF-2011-8180,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Second Class,John Huston,Consumer,Eastern Cape,South Africa,Africa,Africa,TEC-CIS-10002544,Technology,Phones,"Cisco Headset, Full Size",718,8,0,no,243.84,143.07,Medium,2011
ES-2011-4632225,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Standard Class,Michelle Ellison,Corporate,Madrid,Spain,EU,South,FUR-BO-10001039,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",822,2,0,no,353.22,67.95,High,2011
IT-2011-1181278,12-08-2022,02-10-2011,2011-02-10,02-10-2011,2011-02-10,Same Day,Paul Lucas,Home Office,Lower Saxony,Germany,EU,Central,OFF-ST-10001554,Office Supplies,Storage,"Tenex File Cart, Industrial",215,4,0.6,yes,-220.032,60.85,High,2011
IN-2011-61050,12-08-2022,02-10-2011,2011-02-10,2/13/2011,2011-02-13,First Class,Frank Olsen,Consumer,Pahang,Malaysia,APAC,Southeast Asia,FUR-CH-10003354,Furniture,Chairs,"Novimex Bag Chairs, Black",305,7,0,no,2.94,59.42,Critical,2011
ES-2011-3818297,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Jennifer Patt,Corporate,Basel-Stadt,Switzerland,EU,Central,FUR-BO-10003968,Furniture,Bookcases,"Sauder Library with Doors, Mobile",780,2,0,no,117,50.42,Medium,2011
ES-2011-4744800,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Chad McGuire,Consumer,Provence-Alpes-Cte d'Azur,France,EU,Central,TEC-MA-10003101,Technology,Machines,"Panasonic Receipt Printer, Wireless",206,2,0.15,yes,26.55,24,High,2011
MX-2011-135552,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Quincy Jones,Corporate,Coahuila,Mexico,LATAM,North,OFF-AP-10001941,Office Supplies,Appliances,"KitchenAid Blender, White",133,2,0,no,9.28,22.02,High,2011
ID-2011-64599,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Standard Class,Carol Adams,Corporate,Shizuoka,Japan,APAC,North Asia,OFF-SU-10001407,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",307,7,0,no,70.56,21.57,Medium,2011
SF-2011-8180,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Second Class,John Huston,Consumer,Eastern Cape,South Africa,Africa,Africa,OFF-CAR-10004408,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",115,4,0,no,51.84,13.47,Medium,2011
ES-2011-3609014,12-08-2022,02-10-2011,2011-02-10,2/16/2011,2011-02-16,Standard Class,Meg O'Connel,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-AR-10000079,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent",124,5,0,no,39.6,12.38,Medium,2011
ID-2011-64599,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Standard Class,Carol Adams,Corporate,Shizuoka,Japan,APAC,North Asia,FUR-FU-10003198,Furniture,Furnishings,"Rubbermaid Photo Frame, Erganomic",201,4,0,no,24.12,12.3,Medium,2011
MD-2011-8270,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Philisse Overcash,Home Office,Chisinau,Moldova,EMEA,EMEA,OFF-SME-10003530,Office Supplies,Storage,"Smead Lockers, Wire Frame",197,1,0,no,17.76,11.44,Medium,2011
MX-2011-135552,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Quincy Jones,Corporate,Coahuila,Mexico,LATAM,North,OFF-EN-10003898,Office Supplies,Envelopes,"Ames Peel and Seal, Set of 50",87,7,0,no,0.84,11.22,High,2011
IT-2011-1181278,12-08-2022,02-10-2011,2011-02-10,02-10-2011,2011-02-10,Same Day,Paul Lucas,Home Office,Lower Saxony,Germany,EU,Central,OFF-BI-10000894,Office Supplies,Binders,"Avery Binder Covers, Clear",26,5,0.5,yes,-14.325,8.95,High,2011
ES-2011-4744800,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Chad McGuire,Consumer,Provence-Alpes-Cte d'Azur,France,EU,Central,OFF-EN-10001202,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",50,4,0,no,24,8.63,High,2011
MX-2011-135552,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Quincy Jones,Corporate,Coahuila,Mexico,LATAM,North,OFF-SU-10004771,Office Supplies,Supplies,"Elite Ruler, Easy Grip",41,4,0,no,16.4,6.63,High,2011
MD-2011-8270,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Philisse Overcash,Home Office,Chisinau,Moldova,EMEA,EMEA,OFF-BIN-10003089,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",67,4,0,no,24.24,6.28,Medium,2011
MX-2011-135552,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Quincy Jones,Corporate,Coahuila,Mexico,LATAM,North,OFF-EN-10000258,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, with clear poly window",66,4,0,no,12.56,5.64,High,2011
MD-2011-8270,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Philisse Overcash,Home Office,Chisinau,Moldova,EMEA,EMEA,FUR-RUB-10001310,Furniture,Furnishings,"Rubbermaid Photo Frame, Black",52,1,0,no,1.02,3.9,Medium,2011
MD-2011-8270,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Philisse Overcash,Home Office,Chisinau,Moldova,EMEA,EMEA,TEC-SAM-10001013,Technology,Phones,"Samsung Audio Dock, Cordless",170,1,0,no,30.54,3.44,Medium,2011
SF-2011-8180,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Second Class,John Huston,Consumer,Eastern Cape,South Africa,Africa,Africa,OFF-ADV-10000177,Office Supplies,Fasteners,"Advantus Staples, Metal",44,4,0,no,18,3.1,Medium,2011
MD-2011-8270,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Philisse Overcash,Home Office,Chisinau,Moldova,EMEA,EMEA,OFF-ELI-10003277,Office Supplies,Supplies,"Elite Letter Opener, High Speed",53,2,0,no,22.38,2.85,Medium,2011
ES-2011-4632225,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Standard Class,Michelle Ellison,Corporate,Madrid,Spain,EU,South,OFF-AR-10002113,Office Supplies,Art,"Boston Highlighters, Easy-Erase",19,1,0,no,4.2,2.24,High,2011
ES-2011-3818297,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Jennifer Patt,Corporate,Basel-Stadt,Switzerland,EU,Central,OFF-AR-10000444,Office Supplies,Art,"BIC Highlighters, Blue",19,1,0,no,7.56,1.44,Medium,2011
MD-2011-8270,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Philisse Overcash,Home Office,Chisinau,Moldova,EMEA,EMEA,OFF-SAN-10002015,Office Supplies,Art,"Sanford Pens, Water Color",14,1,0,no,6.54,1.32,Medium,2011
ID-2011-28661,12-08-2022,02-10-2011,2011-02-10,2/13/2011,2011-02-13,Second Class,Michelle Ellison,Corporate,Hubei,China,APAC,North Asia,OFF-SU-10000178,Office Supplies,Supplies,"Acme Ruler, Easy Grip",9,1,0.5,yes,-7.725,0.98,High,2011
SF-2011-8180,12-08-2022,02-10-2011,2011-02-10,2/15/2011,2011-02-15,Second Class,John Huston,Consumer,Eastern Cape,South Africa,Africa,Africa,OFF-IBI-10001772,Office Supplies,Binders,"Ibico Index Tab, Clear",8,1,0,no,3.09,0.84,Medium,2011
MD-2011-8270,12-08-2022,02-10-2011,2011-02-10,2/14/2011,2011-02-14,Standard Class,Philisse Overcash,Home Office,Chisinau,Moldova,EMEA,EMEA,OFF-ACC-10002834,Office Supplies,Fasteners,"Accos Thumb Tacks, 12 Pack",13,1,0,no,4.44,0.83,Medium,2011
UG-2011-9740,12-08-2022,02-10-2011,2011-02-10,2/13/2011,2011-02-13,First Class,Mary O'Rourke,Consumer,Kampala,Uganda,Africa,Africa,OFF-CAR-10001911,Office Supplies,Binders,"Cardinal Binder Covers, Clear",3,1,0.7,yes,-5.052,0.39,High,2011
